Tweet,Label
@IndosatCare min tolong bantu optimalin sinyal jaringan nomor saya dong. Cuma 1 bar atau 2 bar doang. Internet lama bgt.,BukanSarkas
"@3CareIndonesia drtd internet saya kenapa tidak stabil ""tidak ada jaringan"" dan td saya telpon CS katanya saya tidak memiliki kuota sedangkn saya sedang aktif menggunakan paket unlimited 12 jam https://t.co/NsLVvkQuNW",BukanSarkas
"sambil nunggu shopeefoodnya dateng aku main game dulu ah, makasih IndiHome sudah memberikan jaringan internet yg terbaik😍 https://t.co/0mVtYb0mt0",BukanSarkas
"@myXLCare admin tolong ini jaringan XL buruk bgt buat internet, lemot bgt",BukanSarkas
"yth @Telkomsel mohon maaf ya, saya baru beli paket internet dan kenapa selalu jaringan saya buruk selalu konektifitas buruk, sedang video call dengan sanak kerabat selalu rikonekting. mohon sekali utk kejelasan dari kendala ini. diharapkan segera ya🙃",BukanSarkas
"Jangan mudah tersinggung dg postingan teman yg bernada nasehat, sebab terkadang seperti itulah cara orang menasehati dirinya sendiri.
Jangan merasa bingung saat memilih jaringan internet, sebab IndiHome sudah ada dimana-mana https://t.co/ruCbTpscHR",BukanSarkas
pengen tapi jaringan internet di tempatku 😇😇😇 https://t.co/iIt8Wvx9KU,Sarkasme
@MNCPlayID halo min . Mau tanya kenapa jaringan saya sudah dua hari tidak bisa akses internet. Padahal sudah bayar tgihan. Sudah reset berkali2 tolong bagaimana cra pnyelesaiannya? Trimakasih,BukanSarkas
"Sinyal @Telkomsel di Nusa Dua - Bali parah banget sumpah. Satu sampe dua bar aja terus. Boro-boro connect internet, yang ada bikin hape panas.
Untungnya punya kartu XL juga dan sinyalnya gak mengecewakan. Full bar. 4G+. 
RIP ""Jaringan Terluas dan Tercepat"". Yang ada Terhalu.",Sarkasme
"@KH_CNEHLE Gue kiraa jaringan internet gue,  ternyataa...dahlah kemusuhan kita 🐧",BukanSarkas
"@liveondatapower Aman, karena jarang keluar rumah. Mending ke Bandung, Subang, atau daerah lain. Daripada terjebak macet selama itu. Btw, mending tingkatin kekuatan jaringan dan koneksi internet! Di Salatiga sama Bekasi kurang maksimal nih, kacau!",BukanSarkas
"@TENESA_TELKOM Selamat malam pak @erickthohir izin melaporkan ini komplain saya yg ke 8 hari , saya pasang Wi-Fi id @TelkomIndonesia @TENESA_TELKOM jaringan internet saya tidak diperbaiki tidak sesuai dengan yg di TTD kontrak, bagaimana ini perlindungan konsumen Kepada saya https://t.co/9tqsooaTTM",BukanSarkas
Lemahnya jaringan internet ini menjadi penghambat kemajuan usaha banyak orang. Telkom asu,BukanSarkas
"mati lampu, low battery, jaringan internet unavailable (twt ini msih pending, klo udah sent brrti lampu udah nyala).",BukanSarkas
@FilzaV Bener.. apalagi emang WFH yang butuh jaringan internet 🥲🥲,Sarkasme
Sudah 3 hari ini jaringan internet @simPATI eror ga bisa ngapa²in..  Tolong segera di perbaiki nih...,BukanSarkas
Indihome jaringan internet nya mati ya? Udah bayar lohh padahal😌,BukanSarkas
Baru pulang eh matlis mana gak ada jaringan internet juga :(( ini baru bisaa,BukanSarkas
"@3CareIndonesia Min help dong, jaringan internet ilang dari jam 1 nih, menghambat kerjaan",BukanSarkas
"@myXLCare @myXL min coba donk untuk sinyal dan jaringan di kecamatan pontang tepatnya jl.ciptayasa km 3 diperbaiki lagi, agar stabil dan kuat (bisa masuk ke rumah2 warga sinyalnya).
Masa iya, stiap mau nelfon atau internet harus kluar rumah dulu cari2 sinyal 😂",BukanSarkas
"@BiznetHome internet rusak parah.
Tidak terhubung ke jaringan.
Tolong bantuannya admin",BukanSarkas
"@BiznetHome tolong cek DM saya.
Jaringan internet saya bermasalah.",BukanSarkas
@BiznetHome Kira2 ini kapan bener nya nih jaringan internet? Dah dari pagi.,BukanSarkas
"Kebiasaan, jaringan internet los mulu ini indihum🙂",BukanSarkas
"@GresikFess Enak kok, mgkn jaringan internet e",BukanSarkas
"Kerja sambil dengerin musik mmg bikin mood, sambungin Internet pake kabel Lan dlu krn kantor pake jaringan Indihome juga jd bebas pake jaringan. dileptop pake Lan klo di hp pake Wifi,, 🥰 https://t.co/H6Hjt1bcmS",BukanSarkas
"Dalam sebulan, sudah 2 kali jaringan @IndiHome gangguan. Koneksi internet tidak berfungsi sama sekali. Dan terkesan dibiarkan sampai berhari-hari. Sudah bolak balik komplain, hanya dijawab ""mohon maaf atas ketidaknyamanan"" nya. Gimana sih? @IndiHomeCare",BukanSarkas
"+ mau lari ngerusuh gabut di sosmed hp lowbat , mati lampu, jaringan internet keputus.. agar supaya pikirannya tambah jernih👌 https://t.co/YRNSNWqfGR",BukanSarkas
"Hai @IndiHomeCare bisa minta tolong refresh jaringan internet saya, dari jam 22.30 gak ada koneksi (indikator normal, sudah reset modem)..",BukanSarkas
@Telkomsel kenapa ya? jaringan sama kuota masih ada tapi gabisa akses internet sama sekali.,BukanSarkas
internet mahal tapi jaringan kek gini wkwk elah bos,Sarkasme
"@FirstMediaCares Min, jaringan internet di tempat saya mati sudah saya restart berkali2 belum bisa juga.
Tolong di cek yaa. ID: 11526546
Terima kasih",BukanSarkas
"Koneksi internetan ngebut, kerjaan anti lembur-lembur club! Mulai dari Rp200.000-an per bulan, Kamu udah bisa menikmati jaringan internet stabil dan banyak bonus lainnya! Klik : https://t.co/9pzJuzYUEh…
#AktivitasTanpaBatas #InternetnyaIndonesia #IndiHomeMbois",BukanSarkas
@Telkomsel halo internet saya kenapa slow ya?padahal jaringan saya full. tolong read dm,BukanSarkas
@ask_AXIS min ini kenapa ya internet axis selalu jaringan E padahal sinyal penuh?,BukanSarkas
"Pagi ku cerah ku ditemani internet indihome jaringan yang ga lemot 😘😘
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/pDnMx6DqHx",Sarkasme
"@pln_123 hallo, internet iconnet saya sudah beberapa hari hingga hari ini terputus, tidak ada jaringan sama sekali. Mohon bantuannya. Saya sudah menghubungi by wa tp blm ada kelanjutannya.",BukanSarkas
Nyantai dulu yuk di sore hari nge-chil santai sambil seru seruan dengan streaming film di Netflix tanpa harus takut kuota abis karena dirumah selalu di support sama jaringan indihome internet super ngebut https://t.co/0Zae56LGAC,BukanSarkas
"Setiap hari rasanya sedih banget gatau apa yang harus membuatku bersykur. Tapi aku bersyukur masih bisa pakai internet indihome,jaringan cepat anti ngelag cobain deh🥰
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/HOczvXvssU",BukanSarkas
nangis bgt jaringan internet lemot parah,BukanSarkas
"@IndosatCare tanya dong kenapa jaringan internet dan sinyal im3 kacau nih. Sinyal 1 bar, akses internet ga bisa.",BukanSarkas
"zoom meeting tanpa gangguan pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/H2SoBa2RAq",BukanSarkas
@TanteBeby Agak lmbt akses internet terputus jaringan nya,BukanSarkas
"waktu cepat berlalu dari masa ke masa tapi aku selalu pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/jfP1V3eOjY",BukanSarkas
"pacar gue ngerekomendasiin kalo mau nonton film kesukaan itu harus pake jaringan internet super cepat dari indihome biar lancar😘
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/i7qjxjw46s",BukanSarkas
"rehat sejenak rileks memang perlu untuk  mengistirahatkan kepala dengan nonton youtube tanpa lelet pakai jaringan internet indihome 🤭
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/j8NZHiryDk",BukanSarkas
"Wfh cuma bikin mager doang untung ada sambilan nonton film horor pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/3Hm3XotbWE",BukanSarkas
"mau healing versi online pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/X1Sen3QvEw",BukanSarkas
"Pagi pagi paling enak ngopi sambil mencari inspirasi dari internet. Apalagi kalau pakai layanan indihome. jaringan ya cepat, anti ngelag 😘
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/pnR8PXZcKW",BukanSarkas
RT @faranughain: Biasalah internet jaringan prihatin memang slow sikit,BukanSarkas
"@FirstMediaCares min, jaringan internet saya terkendala sedari pagi tadi. Bisa cek DM SKRG",BukanSarkas
"buat kopi panas makan pake mie wifi kencang pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/8iohpaWV8X",BukanSarkas
"pie maszehh jaringan cepet banget pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/8oVBUSjCNQ",Sarkasme
"RT @senjakalaboomer: tiap kali ada jadwal meeting berentet, jaringan internet Anda selalu mantap @FirstMediaCares !!!",Sarkasme
"liburan sendiri emang nikmat apalagi ditemani dengan jaringan internet indihome yang super cepat anti lelet 😘
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/THjViCZ1mx",BukanSarkas
"vibes pulang kerja emang nyantuyy banget sore sore langsung cek youtube pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/M3paQddcgc",BukanSarkas
Yang blm coba pake data internet di sini cobain deh gaess jaringan nya bagus ko terus juga harga Terjangkau 👍👍 https://t.co/JRY4e2NQuF,BukanSarkas
suara jungkook lebih stabil dari jaringan internet gw😭😭😭,BukanSarkas
24 jam kemudian wifi &amp; tv cable masih mati. Amit2 banget @FirstMediaCares. Gak ngerti jaringan apa yang rusak tiap sebulan sekali. #FirstMedia 🖕🏽Ya Tuhan tolonglah supaya area rumah dilewati jaringan internet lain 🙏🏽,BukanSarkas
"ngemil asik sama mie dan kopi ditambah dengan jaringan internet indihome yang super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/7IKMnYknRH",BukanSarkas
Waww baru kali ini pake internet yang jaringan nya bagus banget dan harga nya juga Terjangkau banget lohh🥰😱 https://t.co/gc114IGumy,Sarkasme
"vibes bangun tidur emang bikin mager ditambah lagi netflix an pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/w9D5y1OgCy",BukanSarkas
"nongkrong dirumah paling asik bikin mie dan kopi buatan sendiri sambil nonton youtube pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/tLJ7AIrUAm",BukanSarkas
Cobain gaes pake internet di sini pasti lancar banget ko jaringan nya masalah harga juga udh Terjangkau banget 😁 https://t.co/ZSSVEdXRND,BukanSarkas
"livestream youtuber idola tanpa lelet pakai jaringan internet indihome 🤭
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/1NRa2SMmV9",BukanSarkas
"bentar lagi weekend gaes jangan lupa siapin cemilan apapun buat nemenin nonton youtube pake jaringan internet super cepat dari indihome 😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/M3A7YkO4Cb",BukanSarkas
"Meski diluar lagi hujan petir,jaringan internet IndiHome dirumahku tetep stabil.
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/OkCsPQIXgf",BukanSarkas
Ini XL lagi masalah jaringan Internet nya kah? Tanda sinyalnya bagus tapi pas dipake ya astaga lemot banget,BukanSarkas
YA ALLAH MENDUNG LAGI... BISMILLAH JARINGAN INTERNET AYO JANGAN RESEEEEEE HUHUHUH,Sarkasme
"@IndiHomeCare halo indihome, jaringan internet dirumah saya tidak bisa diakses lampu indikator internet tidak menyala. User ID 122110269230 . Terima kasih",BukanSarkas
"@MoeloekRenatta Mungkin ngaruh dari jaringan internet yang makin cepet maybe? 🤔
https://t.co/qUaHId6JuM",Sarkasme
"@TelcomCare tolong saya . Jaringan inthehome saya bermasalah, mohon bantuannya dengan  no 146148119384 tolong respon masalah saya karena tidak bisa digunakan untuk internet dan saluran tv dan youtube tidak bisa dibuka",BukanSarkas
"@di_cbn 
Dear CBN
Saya mau nanya kenapa jaringan di apartement Gading Nias Residence putus ya??
Gak ada internet akses
Tagihan saya sudh saya bayar loh. Pas dateng lgsung bayar...
Ini mati sampe kapan ya???",BukanSarkas
"@IndiHomeCare halo indihome, jaringan internet dirumah saya tidak bisa diakses https://t.co/6GtHKAabrh",BukanSarkas
"@_Jennifer88 Nah ini, mana kadang jaringan internet juga kaya siput kan lelet",BukanSarkas
"Mau senin atau sabtu bahkan minggu sekalipun, jaringan internet By.U sama Telkomsel memang perusak mood pisan.
Heran, sebel..
Emosi.
sekian.",BukanSarkas
"Menyesal wfh hari ini. Ada2 aja dari pagi yaAllah. Deadline isi labtest 400an sampel tapi dari jam 9 gabisa masuk anydsk, internet kantor mati, server penuh, jaringan lemot bangettt. Nanti apalagi nih? Mati lampu? Dahlah tidur aja. Kzl.",BukanSarkas
Dear @Telkomsel mohon diperbaiki masalah konektivitas jaringan internet di Labuan Bajo. Kami pelanggan Halo dan membayar cukup besar setiap bulannya. Namun kondisi jaringan sangat tidak memuaskan.,BukanSarkas
2 hari kedepan nggak tau bisa update au apa nggak karena di tempat yg aku tuju susah banget jaringan internet nya 🙃 jadi semoga aja ntar malem bisa update banyak kalo bisa sampe selesai 😂,BukanSarkas
"@FirstMediaCares no pelanggan 73924701
baru kemaren on internet nya.. skrg off lagi.. tau tau maintanace
waduhh klo tiap hari mati repot ini.. apalagi buat usaha jaringan internet nya.. mending klo off nya tengah malam... cape deh",BukanSarkas
@BiznetHome jaringan daerah kalideres gangguan ya? Internet saya mati,BukanSarkas
"@IndiHomeCare hallo, kenapa jaringan internet rumah saya no internet connection dan lemot banget ya ? No pelanggan 0122252257329",BukanSarkas
"Listrik padam dari pagi, ga lama lagi bakalan hilang ini jaringan internet. 😕",BukanSarkas
"Bismillah jaringan internet lancar, terus l1nk nya lancar🥺",Sarkasme
"pls pls pls tolong dilancarkan semuanya, untuk jaringan + koneksi internet tolong bersahabat demi kebaikan semua orang 🙂🙂🙂",Sarkasme
"@IndiHomeCare bayar internet 374k/bulan tapi kualitas jaringan klen kek taik. giliran bayar aja suruh tepat waktu, telat bayar kena denda tapi jaringan bikin misuh2. udah bikin salah ga pernah minta maaf. pelanggan dirugiin!!!! https://t.co/Bs0vp1gnji",BukanSarkas
"@myXLCare selamat pagi min mohon bantuannya untuk memperbaiki jaringan sinyal internet XL di daerah Depok Pancoran mas sudah beberapa hari ini sinyal internet 4G tapi pas di pakai lambatt dan terkadang tidak ada sambungan 
Terimakasih 🙏",BukanSarkas
Berdoa untuk hari ini semoga jaringan internet kalian lancar jaya dan aman terkendali! Aamiin... https://t.co/9GPDFGCs7C,BukanSarkas
Terpantau sejak pukul 09.45 jaringan internet @Telkomsel dan @byu_id mengalami gangguan,BukanSarkas
BISMILLAH SEMOGA JARINGAN INTERNET AMAN AAAAAA DUH GA SABAR,Sarkasme
@catboyth Kecepatan jaringan internet dipertaruhkan,Sarkasme
"@smartfrencare Saya sadar di area saya kecepatan internet smartfren tidak begitu bagus,tapi kenapa klo buka aplikasi mysf dg.jaringan lain yg lebih bagus juga lama/lelet?",BukanSarkas
Min @IndiHome ini jaringan internet lagi gangguan ya? Dari malem ga bisa akses padahal udah bayar!,BukanSarkas
"@FirstMediaCares Jaringan Internet sudah On dari kemarin, dan sampai hari ini masih baik Internet nya.",BukanSarkas
"Alhamdulillah , sudah di support jaringan Internet Berkualitas ! Selalu Enjoy apapun kegiatannya #Indihome #internetnyaindonesia #AktivitasTanpaBatas #AktifKreatif #GlycoPeelToGlow https://t.co/qxTtw8cszd",Sarkasme
@FirstMediaCares ini kenapa sih jaringan lemot banget. Malah sekarang no internet connection. Berkali2 di restart tetep aja malah makin busuk. ID 11482370,BukanSarkas
"@IndosatCare caprit
@Telkomsel caprit juga.
Jaringan internet lemooooooot",BukanSarkas
"Meskipun cuaca lagi hujan deres,tapi jaringan internet IndiHome dirumahku tetep stabil.
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/313dZ7TNoJ",BukanSarkas
dear @FirstMediaCares mau tanya untuk jaringan internet wilayah Tj. Priok sedang ada gangguan kah? Soalnya internet di rumah ibu saya ada kendala gak bisa akses internet nih,BukanSarkas
"Selalu ada harapan dalam setiap keyakinan.Semangat pejuang pencari nafkah,semoga dilancarkan rejekinya,selancar jaringan internet IndiHome.
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/NfIBvlyziV",BukanSarkas
"@triindonesia  halo admin, jaringan internet tri apa sedang bermasalah? Dari habis maghrib sinyal hanya ada satu bar saja jadi kesulitan browsing. Saya di daerah kabupaten tangerang. Thanks",BukanSarkas
"Internet on off mulu, ada perbaikan jaringan ga ada pemberitahuannya.. Tagihan tiba2 naek gajelas. Maunya apa dah @FirstMediaCares",BukanSarkas
Allahumma jaringan internet kenapa sih??,Sarkasme
susah banget ya orang kampung ngerasain jaringan internet yang stable,BukanSarkas
"Mohon bantuan nya untuk di benarkan jaringan nya, sudah dari siang internet saya eror, terimakasih id : 11142471 @FirstMediaCares",BukanSarkas
"Yokk pake jaringan indihome, internet nomor 1 di indonesia looo
#InternetnyaIndonesia 
#AktivitasTanpaBatas https://t.co/XdqBrslffU",BukanSarkas
"Tontonan yg ga pernah ketinggalan,didukung jaringan internet IndiHome anti lemot💥
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/HzNNC6WQql",BukanSarkas
"RT @lyfe_isshort: @triindonesia halo admin, jaringan internet tri apa sedang bermasalah? Dari kemarin sinyal hanya ada satu bar saja jadi k…",BukanSarkas
@FirstMediaCares mohon di cek pelanggan 10232307 kenapa dari tadi sore jam 3.30 sampai saat ini tidak ada jaringan internet. Sudah di refresh modem juga nga bisa,BukanSarkas
"Jaringan @Telkomsel lagi ada perbaikan/perawatankah? Kok di daerah saya dari siang-sekarang jaringannya gak stabil ya? Jaringan internet sering tiba-tiba terputus, harus on-off dulu mode pesawat buat balikin jaringannya. 😓 https://t.co/3DnT2LN8ct",BukanSarkas
"@everyoine_woo iya ya bu, kok lama banget. gue update ios gak nyampe sejam beres. apa gara-gara jaringan internet nya kali ya…",BukanSarkas
"Bantu min, jaringan internet terputus",BukanSarkas
"@FirstMediaCares mau tanya min, untuk di daerah sunter jakut, ada gangguan jaringan itu sampai kapan y? Sudah dari siang sampai skrg blm bs nyala untuk TV dan internet. (Kode pelanggan 71078201)",BukanSarkas
"@Telkomsel Info nya sudah cukup jelas ka, jika pengguna telkomsel jaringan nya tidak stabil maka akan terpotong menggunakan saldo biasa. Dan sy kecewa dengan telkonsel krn diprovider lain jika jaringan tidak stabil hanya tidak bisa menggunakan internet dan tidak momotong saldo biasa.",BukanSarkas
@gwensentana mantap bos ku.....lokasi dimana nih????? kalau butuh bantuan utk mep/jaringan internet bisa dm🙏👍,BukanSarkas
"lagi galau sama kerjaan pengen lebih rileks jadi dengerin musik lewat youtube aja sambil disupport dengan jaringan internet indihome 🤭
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/jk9BW0H9Vz",BukanSarkas
"halo ini koneksi jaringan wifi saya kenapa ga bisa ya internet nya ga nyala sama sekali, tadi udah coba restart tp tetep ga biaa? tolong dibalas yaa min  @IndiHomeCare https://t.co/znpNWU4cX3",BukanSarkas
gaada yg bisa diharapkan dari jaringan internet kosan disini.,BukanSarkas
"nonton netflix sama pasangan dengan jaringan internet indihome yang TERCEPAT ahh mantab 😁
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/jteKai1Nbx",Sarkasme
"overthinking mulu masa gara gara bos bilang deadline nya dimajuin untung selalu disupport jaringan internet indihome yang super cepat 🔥
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/1pZd00mFMH",BukanSarkas
Siang ini knp jaringan internet indihome tiba² jd super lelet 🙄,BukanSarkas
"@FirstMediaCares min perbaikan internet bisa ga disaat tengah malam saja, saya sangat dirugikan setiap hari biasa bermasalah jaringan terus. Belum lama perbikan di no pelanggan: 48580701 dikasih sama lagi masalah modem turn/off yang ganggu ga ada perubahan.",BukanSarkas
@ciapmaszeh Beberapa kali jg zoom meeting sama klien tercancel gegara internet lg perawatan jaringan katanya. Bayar full bulanan tapi jaringannya mukegile..,BukanSarkas
@IndosatCare min jaringan saya bagus. Sinyal 4G+ kenapa GABISA KKNEK INTERNET 😭😭,BukanSarkas
"@smartfrenworld Udah 2 bulan inj saya tidak mengaktifkan paket internet Smartfren. Sinyalnya super lemot, bahkan paket datanya masih banyak tapi terbuang percuma karena tidak bisa dipakai. Iklan menggiurkan namun tidak diiringi perbaikan jaringan justru pelanggan akan lari Min.",BukanSarkas
"@FirstMediaCares internet dirumah saya udah 3 hari ini jadi lelet, gimana sih ini? Padahal paket saya family plus 20mbps. Bayar mahal tapi jaringan lambat, parah nih service nya. (IdPel: 11196722)",BukanSarkas
"RT @LstwnA: Internet XL Gangguan Hari Ini? Ini Cara Agar Jaringan Internet XL Kembali Lancar dan Tidak Lemot 
Tetap Aja Lemot dan Mahal ⁉️…",BukanSarkas
"RT @SulisWidjaya: https://t.co/SSoYEh7eJO
Kadin Kritik Jaringan Internet di Indonesia : Harganya Mahal Tapi Lemot !!!

Betul, Betul, Betul…",Sarkasme
Alhamdulillah 87 % telah memilih jaringan internet Indihome Fiber #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #AktifKreatif https://t.co/tXb0XP82zP,BukanSarkas
"RT @Agathis08685249: Dan kuliah online ini sgt meresahkan bg mahasiswa yg tinggal di pedesaan, krn susahnya mencari titik jaringan yg baik.…",BukanSarkas
@Telkomsel halo saya mau infokan kalo di daerah saya sudah 2 hari sinyal tsel nya tdk ada sama sekali hingga tidak bisa meng akses jaringan internet bahkan menelpon pun tdk bisa mungkin ada kerusakan mohon bantuan nya tdk tau apa kerusakan nya tapi kami merasa kesusahan,BukanSarkas
"@realllllnans Iyaa, pokoknya jaringan di putus kecuali di rumah sakit sm tempat penting gtu. Kalo rumah bener"" gaada jaringan dulu, tp thn ini bbrp provider bs akses internet",BukanSarkas
@HaloMif Pastikan jaringan internet tdk sedang lemot 😅,BukanSarkas
"@rjdesiderjin Hai, mjb yaa. Aku mau ikut tanya, jaringan internet tri kalo di Bandung biasanya bagus dan lancar aja kah?",BukanSarkas
Akhirnya bisa merasakan jaringan internet lagi 😭,Sarkasme
"hujan + nasi padang + teh anget + rokok putih + jaringan internet yang lancarjaya + siaran streaming berbayar + selimut + guling = i couldn't ask for more .
💜
terimakasih , semesta .",BukanSarkas
"@Telkomsel Kenapa jaringan internet di kepi, kab.mappi,papua jelek sekali padahal sebelumnya baik2 saja makin kesini timbul tenggelam",BukanSarkas
"RT @UCxUP: Yakin siap masuk metaverse kalo koneksi internet surem begini? Jaringan sedang mengalami perawatan mulu, sakit beri beri apa gimana",BukanSarkas
Jaringan internet xl di airmadidi minahasa utara sulawesi utara sudah hari ke 6 ndaa jadi2 ee.. @myXL  @XLManado @XLCenter  @XLManado,BukanSarkas
"@Telkomsel Jaringan internet di daerah kami bobrok nih, udah berbulan². Kenapa ga ada tindakan??",BukanSarkas
"@myoiregaal Acaaa ahahahaha sabaarr, moga tgl nya item trus gapernah merah, gajiannya telat trus, jaringan internet nya gangguan trus 🙏",Sarkasme
"@dinusaurus_ @IndiHome Hai, Kak Dinu. Jika akses internet kurang maksimal, berkenan direfresh jaringan dari sistem? Jika ya, konfirmasi di DM https://t.co/yuUDRsTpwI, karena nantinya jaringan akan terputus beberapa saat. -Claudi",BukanSarkas
pengen aman dan nyaman dalam kegiatan onlinemu makanya ayo pakai jaringan internet indihome anti lemot 😘 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/9Jts1qq2Ue,Sarkasme
"Inpo massse!!!
Teman ngopi sambil streming drakor apa ya??
Ya jaringan internet indihome dong"" https://t.co/0BaP4AVU3u",Sarkasme
aktivitas online di alam hari ya streaming lagu favorit sebelum tidur pakai jaringan internet indihome yang super cepat 🔥 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/2nTcA3UxPv,BukanSarkas
bersyukur banget dari dulu dengerin podcast tanpa lelet 😄 pake jaringan internet indihome anti lemot 😘 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/keyvZsIRCj,BukanSarkas
@IndiHomeCare jaringan internet drumah saya mati. Telpon pun gbs. Mau buat pengaduan kmn ya?,BukanSarkas
"lebih tenang sekarangg kalau main game atau streaming film pakai jaringan internet indihome yang super cepat 😉
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/aggiaktHjA",BukanSarkas
main pubg tanpa nge frame pakai jaringan internet indihome yang super cepat 🔥 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/zpC685R6Hq,BukanSarkas
podcast anti buffering dan stabil nonton ya pake jaringan internet super cepat dari indihome #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/6lEd8Grqxx,BukanSarkas
"anti nge lag nge lag karna semua sudah aman dan tersambung ke jaringan internet indihome yang anti buffering dan lag
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/T8cRHepI2c",BukanSarkas
tenang dan nikmati kemudahan dalam kegiatan online pakai jaringan internet indihome anti lemot 😘 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/M2TOKqcg04,BukanSarkas
"@FirstMediaCares 11844073
Status jaringan internet saya outage/down. Kira2 sampai kapan ya?",BukanSarkas
selalu seneng kalo pake jaringan internet super cepat dari indihome karna tanpa lag dan lelet 😘 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/9oH3oe6U2c,BukanSarkas
coklat anget sambil nonton youtube pake jaringan internet super cepat dari indihome #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/mthVBO3ZNF,BukanSarkas
selalu membawa positif vibes kalo pake jaringan internet super cepat dari indihome 😆 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/q6ltDnrZYJ,BukanSarkas
lakukan semua hal apapun dengan lebih baik dan jangan menyerah dengan jaringan internet indihome yang super cepat 🔥 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/iFD7DAcn1u,BukanSarkas
bangun bangun bikin susu coklat panas nonton youtube ditemani dengan jaringan internet indihome anti lemot 😘 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/muxkWzg9FE,BukanSarkas
hidup akan lebih tenang kalo pakai jaringan internet indihome 🤭 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/Pxd6TaO6sT,BukanSarkas
dalam menjalani aktivitas online selalu positif tanpa lelet pakai jaringan internet indihome 🤭 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/QZ0486hAhw,BukanSarkas
bersyukur punya jaringan internet indihome yang super cepat anti lelet buat nonton podcast #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/xWIxkZF4C2,BukanSarkas
anak kekinian banget ga tuh apa apa butuh serba cepat untung pake jaringan internet super cepat dari indihome 😆 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/zUC79ZRY65,BukanSarkas
@IndiHomeCare dari jam 10 sampai sekarang kok Jaringan wifi ini tidak ada internet. Sudah lapor petugas telkom sekitarjam 12 tp belum ada perubahan. terus kudu pie? https://t.co/WPx3fWJOZy,BukanSarkas
"Ternyata, bersedekah itu banyak jalannya ya...?
Membeli tanpa menawar adalah sedekah yang tersembunyi.
Saat teman datang ke rumah, lalu bareng-bareng pake jaringan internet dari IndiHome, itu juga termasuk sedekah https://t.co/J1cqlZcx79",BukanSarkas
"@Telkomsel Tolonglah kualitas internet kalian diperbaiki. Ini tiap beberapa detik sekali jaringan hilang dan harus dimode pesawat biar balik, itupun cuma bertahan beberapa detik doang. Mana harga internetnya jg ga murah, kualitasnya jg ga bagus",BukanSarkas
